mean_dn,variance_dn2,variance_mean_dn2,pixels,used_for_fit
26.369584454850656,3.7616152623727954,3.797153514621924,170288,True
48.165792045956984,6.109925093417873,6.070686678984307,88802,True
55.34320211703864,7.020817604648915,7.0824532032000205,49267,True
76.4817256883103,9.464268038385075,9.466501391969514,30062,True
97.88569720052877,11.927415991826328,11.946298764029457,55155,True
101.34750495875195,12.307767576434546,12.340213521325445,35603,True
130.01603752896725,16.219831807334206,16.2761590382075,19042,True
133.2192530598196,16.465458694216508,16.507579569583314,8574,True
162.6412712422577,20.031015211716294,20.09054136170637,4282,True
170.64480063844633,20.660418879535094,20.742840856181743,23572,True
194.67648954892223,23.369507833018346,23.434860784995703,1646,True
206.35068233027042,24.423711753742378,24.51920704365227,41560,True
217.3644018731503,25.647344895898375,25.723896370931786,47006,True
239.70394551431983,27.282300846821364,27.350895891974208,25154,True
251.05466387954186,28.85481028236265,28.922617117106988,79024,True
266.3134338566863,30.577109280003256,30.686798998980574,36662,True
283.84860736211107,32.97370225490979,33.14024804556089,15461,True
303.36271346918664,34.715689422116604,34.77823550655511,35807,True
314.5856312784828,35.917056907161516,35.99436228838412,51355,True
329.0651984227198,37.642720774349606,37.73527417938185,24899,True
348.39234517103796,39.532973439770714,39.633759224382445,23753,True
364.19768564668993,41.016087479503064,41.09642376828763,27817,True
380.90679259529355,42.84564925683317,42.93319923167597,41140,True
395.7039952492275,44.415300702331244,44.50243375164398,48675,True
412.8047079081611,46.25189405332009,46.30162689806482,28159,True
428.18907351247316,48.19478845949526,48.283588909571165,24196,True
445.61375292770634,49.75348275016855,49.8436265369607,50675,True
460.1134099129978,51.1118981719017,51.21362899952274,77411,True
476.205220873205,52.80883405054057,52.900409339712425,66278,True
492.923376686801,54.876049824555714,54.99091283385743,85867,True
507.262530967951,58.3485642840097,58.462737548261224,59901,False
523.3925704533995,58.55908123330202,58.664994308328616,56254,True
537.7753487532576,58.99332602991734,59.09356478634727,15436,True
556.4696474180251,60.97101843614637,61.135746353962915,7305,True
571.9018527585663,62.46076494672416,62.645904255964254,9172,True
587.156559723856,63.88021508065271,63.99794109271784,8357,True
603.2657257474983,65.29070064094331,65.45353161200615,5679,True
621.2483304021359,66.96388067779718,67.04487216335309,5967,True
635.8056437835812,68.46137750251793,68.60201375001007,7913,True
651.7659557885567,70.10726985482522,70.23705622253802,7653,True
667.7100414751382,72.40288546534232,72.41318244337832,6201,True
684.9576841273315,73.87440897653133,74.04578756117758,8053,True
700.6680976846612,75.36317697351362,75.48098726925743,12070,True
714.8812703509093,76.83844040212807,76.91946249462424,11862,True
731.5895063354105,79.03847741429453,79.11748024049923,8596,True
747.7757100466456,81.21112734491442,81.38667514223685,9250,True
763.9345966781063,83.3785231117849,83.55715312625297,7431,True
779.5246371100485,85.25642913962588,85.37817037597817,7035,True
796.0882006781358,86.8973466216782,87.01853488104604,6125,True
812.3730809991819,88.62145958851886,88.79305178835794,7074,True
827.9524057331645,90.12874585463678,90.21354872413673,7775,True
843.0752365774183,91.89350599506756,91.97353253005353,5766,True
860.1572399023248,93.37534506056043,93.46843110777613,4577,True
875.0931118459391,95.02460171278612,95.33662492578917,3959,True
891.9562230948333,96.64285556777024,96.79146904857315,3854,True
908.0872057501639,98.67476823815593,98.81082600472945,3769,True
923.6318393464713,100.90513630310694,101.17570342611484,3194,True
938.6357134931446,103.06420943943071,103.36378171130504,1699,True
